rank,personName,age,finalWorth,category,countryOfCitizenship,organization,selfMade,gender,birthDate,title
316,Michael Kim,58,7500,Finance & Investments,United States,MBK Partners,True,M,1963-10-01,
316,Richard Kinder,77,7500,Energy,United States,Kinder Morgan,True,M,1944-10-19,Chairman and CEO
316,David Shaw,71,7500,Finance & Investments,United States,D. E. Shaw & Co.; L.P.,True,M,1951-03-29,Founder
321,John Malone,81,7400,Media & Entertainment,United States,,True,M,1941-03-07,
321,Vicky Safra,69,7400,Finance & Investments,Greece,,False,F,1953-01-01,
321,Tim Sweeney,51,7400,Media & Entertainment,United States,,True,M,1970-12-13,
324,Mike Adenuga,68,7300,Diversified,Nigeria,,True,M,1953-04-29,
324,David Green & family,80,7300,Fashion & Retail,United States,Hobby Lobby,True,M,1941-11-13,CEO
324,Paul Tudor Jones; II.,67,7300,Finance & Investments,United States,Tudor Investment Corporation,True,M,1954-09-28,Founder
324,Yuri Milner,60,7300,Finance & Investments,Israel,DST Global,True,M,1961-11-11,Investor
324,Henry Samueli,67,7300,Technology,United States,Broadcom,True,M,1954-09-20,Cofounder; Chief Technology Officer and Chairman
324,Patrick Soon-Shiong,69,7300,Healthcare,United States,,True,M,1952-07-29,
330,Antonia Ax:son Johnson & family,78,7200,Diversified,Sweden,,False,F,1943-09-06,
330,Michael Kadoorie,80,7200,Energy,Hong Kong,,False,M,1941-07-19,
330,Lin Shu-hong,93,7200,Manufacturing,Taiwan,,True,M,1928-08-01,
330,Niels Peter Louis-Hansen,74,7200,Healthcare,Denmark,,False,M,1947-10-25,
330,Reinhold Schmieding,67,7200,Healthcare,United States,,True,M,1955-01-03,
330,Wee Cho Yaw,93,7200,Finance & Investments,Singapore,,False,M,1929-01-10,
336,Silvio Berlusconi & family,85,7100,Diversified,Italy,,True,M,1936-09-29,
336,Arthur Blank,79,7100,Sports,United States,Atlanta Falcons,True,M,1942-09-27,Chairman
336,Qian Dongqi & family,64,7100,Manufacturing,China,,True,M,1958-01-01,
336,J. Christopher Reyes,68,7100,Food & Beverage,United States,Reyes Holdings,True,M,1953-12-29,Co-Chairman
336,Jude Reyes,66,7100,Food & Beverage,United States,Reyes Holdings,True,M,1955-09-16,Co-Chairman
336,Nik Storonsky,37,7100,Finance & Investments,United Kingdom,,True,M,1984-07-21,
336,Zhou Qunfei & family,52,7100,Technology,Hong Kong,Lens Technology,True,F,,Founder and CEO
343,Deng Weiming & family,53,7000,Manufacturing,China,,True,M,1968-09-01,
343,Judy Faulkner,78,7000,Technology,United States,Epic Systems,True,F,1943-08-11,Founder-CEO
343,Robin Li,53,7000,Technology,China,Baidu,True,M,1968-11-17,Founder and CEO
343,Carrie Perrodo & family,71,7000,Energy,France,,False,F,1951-01-01,Philanthropist
343,David Reuben,83,7000,Real Estate,United Kingdom,,True,M,1938-09-01,
343,Simon Reuben,80,7000,Diversified,United Kingdom,,True,M,1941-05-01,
343,Seo Jung-jin,64,7000,Healthcare,South Korea,Celltrion Inc.,True,M,1957-10-23,
350,Roman Abramovich,55,6900,Diversified,Russia,,True,M,1966-10-24,
350,Micky Arison,72,6900,Service,United States,Carnival Corporation,False,M,1949-06-29,Chairman and CEO
350,Edythe Broad & family,86,6900,Diversified,United States,,False,F,1936-01-01,
350,Terry Gou,71,6900,Technology,Taiwan,Hon Hai Precision,True,M,1950-10-18,CEO
350,Jiang Bin,55,6900,Technology,China,,True,M,1966-09-16,
350,Vinod Khosla,67,6900,Technology,United States,Khosla Ventures,True,M,1955-01-28,Investor
350,Ralph Lauren,82,6900,Fashion & Retail,United States,Ralph Lauren,True,M,1939-10-14,Chairman 
350,Douglas Leone,64,6900,Finance & Investments,United States,Sequoia,True,M,1957-07-04,Partner
350,Lucia Maggi & family,89,6900,Diversified,Brazil,,True,F,1932-07-20,Philanthropist
350,Horst Julius Pudwill,77,6900,Manufacturing,Germany,,True,M,1944-10-23,Entrepreneur
350,Abdulsamad Rabiu,61,6900,Diversified,Nigeria,,False,M,1960-08-04,
350,Harry Stine,80,6900,Food & Beverage,United States,,True,M,1941-11-30,Entrepreneur
350,Dennis Washington,87,6900,Logistics,United States,,True,M,1934-07-27,
363,Hasmukh Chudgar & family,88,6800,Healthcare,India,,True,M,1933-09-19,
363,Stanley Druckenmiller,68,6800,Finance & Investments,United States,Duquesne Family Office,True,M,1953-06-14,Founder
363,Jonathan Gray,52,6800,Finance & Investments,United States,,True,M,1970-02-04,
363,Kwon Hyuk-bin,48,6800,Technology,South Korea,Smilegate Holdings,True,M,1974-01-01,
363,Frank Lowy,91,6800,Real Estate,Australia,,True,M,1930-10-22,
363,Ronda Stryker,67,6800,Healthcare,United States,,False,F,1954-05-01,
369,Alejandro Bailleres Gual & siblings,61,6700,Diversified,Mexico,,False,,1961-01-01,
369,Benu Gopal Bangur,90,6700,Manufacturing,India,,False,M,1931-06-01,
369,James Goodnight,79,6700,Technology,United States,SAS Institute,True,M,1943-01-06,CEO
369,Alain Merieux & family,84,6700,Healthcare,France,,False,M,1938-01-01,
369,Enrique Razon Jr.,62,6700,Logistics,Philippines,,False,M,1960-03-03,
369,Robert F. Smith,59,6700,Finance & Investments,United States,,True,M,1962-12-01,Investor
375,Brian Armstrong,39,6600,Finance & Investments,United States,,True,M,1983-01-25,
375,Dannine Avara,58,6600,Energy,United States,,False,F,1964-03-09,
375,Patrick Drahi,58,6600,Telecom,France,,True,M,1963-08-20,
375,Scott Duncan,39,6600,Energy,United States,,False,M,1982-11-01,
375,Milane Frantz,52,6600,Energy,United States,,False,F,1969-08-12,
375,Andreas Halvorsen,60,6600,Finance & Investments,Norway,Viking Global Investors,True,M,1961-04-23,Investor
375,Law Kar Po,73,6600,Real Estate,Hong Kong,,False,M,1948-08-02,
375,Nicolas Puech,79,6600,Fashion & Retail,France,,False,M,1943-01-29,
375,Viktor Rashnikov,73,6600,Manufacturing,Russia,,True,M,1948-10-13,
375,Dmitry Rybolovlev,55,6600,Manufacturing,Russia,,True,M,1966-11-22,
375,Randa Duncan Williams,60,6600,Energy,United States,Enterprise GP Holdings,False,F,1961-08-28,Non-Executive Chairman of the Board
386,Chen Jianhua,51,6500,Manufacturing,China,,True,M,1971-01-01,
386,John Grayken,65,6500,Finance & Investments,Ireland,,True,M,1956-06-01,Investor
386,Ray Lee Hunt,78,6500,Energy,United States,,False,M,1943-04-06,
386,Philippe Laffont,54,6500,Finance & Investments,United States,Coatue Management,True,M,1967-09-16,Founder
386,Henry Nicholas; III.,62,6500,Technology,United States,Broadcom,True,M,1959-10-08,Cofounder
386,Axel Oberwelland & siblings,55,6500,Food & Beverage,Germany,,False,M,1967-01-01,
386,Cliff Obrecht,36,6500,Technology,Australia,,True,M,1985-12-28,
386,John Overdeck,52,6500,Finance & Investments,United States,Two Sigma,True,M,1969-12-21,Investor
386,Melanie Perkins,34,6500,Technology,Australia,Canva,True,F,1987-05-13,Entrepreneur
386,Ruan Hongliang & family,61,6500,Manufacturing,China,,True,M,1961-01-01,
386,David Siegel,60,6500,Finance & Investments,United States,Two Sigma,True,M,1961-07-15,Investor
386,David Velez,40,6500,Finance & Investments,Colombia,,True,M,1981-10-02,
398,Juergen Blickle,75,6400,Manufacturing,Germany,,False,M,1947-01-01,
398,Cheng Xue,52,6400,Food & Beverage,China,,True,F,1970-02-26,
398,Jack Dangermond,76,6400,Technology,United States,,True,M,1945-07-23,
398,Jiang Weiping & family,67,6400,Manufacturing,China,,True,M,1955-03-01,
398,Takahisa Takahara,60,6400,Fashion & Retail,Japan,,False,M,1961-07-12,
403,Orlando Bravo,51,6300,Finance & Investments,United States,,True,M,1970-09-23,
403,Hong Ra-hee,76,6300,Technology,South Korea,,False,F,1945-07-15,
403,Edward Johnson; IV.,57,6300,Finance & Investments,United States,,False,M,1964-11-18,
403,Li Xiaohua & family,60,6300,Manufacturing,China,,True,M,1962-01-01,
403,Sri Prakash Lohia,69,6300,Manufacturing,Indonesia,,False,M,1952-08-11,
403,Miao Hangen,57,6300,Diversified,China,,True,M,1965-01-01,
403,Bobby Murphy,33,6300,Technology,United States,Snap,True,M,1988-07-19,Cofounder
403,Wu Jianshu,58,6300,Automotive,Hong Kong,,True,M,1964-01-01,
411,Maria Asuncion Aramburuzabala & family,58,6200,Food & Beverage,Mexico,,False,F,1963-05-02,
411,Melinda French Gates,57,6200,Technology,United States,Bill & Melinda Gates Foundation,False,F,1964-08-15,Cochair
411,Bruce Kovner,77,6200,Finance & Investments,United States,Caxton Associates LP,True,M,1945-02-25,Founder
411,Pham Nhat Vuong,53,6200,Diversified,Vietnam,,True,M,1968-08-05,
411,Michal Solowow,59,6200,Finance & Investments,Poland,,True,M,1962-07-11,
411,Leonard Stern,84,6200,Real Estate,United States,Hartz Mountain Industries; Inc.,False,M,1938-03-28,Chairman and CEO
411,Stef Wertheimer & family,95,6200,Manufacturing,Israel,,True,M,1926-07-16,
418,Rocco Commisso,72,6100,Telecom,United States,,True,M,1949-11-25,
418,Jack Dorsey,45,6100,Technology,United States,Twitter,True,M,1976-11-19,Entrepreneur
418,Lin Li,58,6100,Finance & Investments,China,,True,M,1963-05-01,
418,George Lucas,77,6100,Media & Entertainment,United States,,True,M,1944-05-14,
418,Evan Spiegel,31,6100,Technology,United States,Snap,True,M,1990-06-04,Cofounder
418,Zhao Yan,55,6100,Diversified,China,,True,F,1967-01-01,
424,Tom Gores,57,6000,Finance & Investments,United States,,True,M,1964-07-31,
424,Leo Koguan,67,6000,Technology,United States,,True,M,1955-02-15,
424,Alexei Kuzmichev,59,6000,Energy,Russia,,True,M,1962-10-15,
424,Fredrik Lundberg,70,6000,Real Estate,Sweden,,False,M,1951-08-05,
424,John Morris,74,6000,Fashion & Retail,United States,,True,M,1948-03-19,
424,Ivar Tollefsen,60,6000,Real Estate,Norway,,True,M,1961-06-23,
424,John; Alan & Bruce Wilson,,6000,Fashion & Retail,Australia,,False,M,,
431,Stephen Bisciotti,61,5900,Sports,United States,Baltimore Ravens,True,M,1960-04-10,Owner
431,Mahendra Choksi & family,80,5900,Manufacturing,India,,False,M,1941-04-19,
431,Jian Jun,58,5900,Healthcare,China,,True,F,1963-11-01,
431,Barry Lam,72,5900,Technology,Taiwan,,True,M,1949-04-24,
431,Michael Moritz,67,5900,Technology,United States,Sequoia,True,M,1954-09-12,Investor
431,Teh Hong Piow,92,5900,Finance & Investments,Malaysia,,True,M,1930-03-14,
431,Gary Wang,28,5900,Finance & Investments,United States,,True,M,1993-06-13,
438,Andre Esteves,53,5800,Finance & Investments,Brazil,,True,M,1968-07-12,
438,Joshua Harris,57,5800,Finance & Investments,United States,,True,M,1964-12-29,
438,Rakesh Jhunjhunwala,61,5800,Finance & Investments,India,,True,M,1960-07-05,
438,Ken Langone,86,5800,Finance & Investments,United States,,True,M,1935-09-16,
438,Ludwig Merckle,57,5800,Finance & Investments,Germany,,False,M,1965-01-01,
438,Sandra Ortega Mera,53,5800,Fashion & Retail,Spain,,False,F,1968-07-09,
438,Terrence Pegula,71,5800,Energy,United States,Buffalo Sabres,True,M,1951-03-27,Owner
438,Karen Pritzker,64,5800,Finance & Investments,United States,,False,F,1958-01-07,
438,Mitchell Rales,65,5800,Manufacturing,United States,,True,M,1956-08-21,
438,Wolfgang Reimann,69,5800,Fashion & Retail,Germany,,False,M,1952-10-04,
438,Matthias Reimann-Andersen,57,5800,Fashion & Retail,Germany,,False,M,1965-03-30,
438,Stefan Reimann-Andersen,58,5800,Fashion & Retail,Germany,,False,M,1963-07-13,
438,Renate Reimann-Haas,70,5800,Fashion & Retail,Germany,,False,F,1951-10-08,
438,Ruan Liping,58,5800,Manufacturing,Hong Kong,,True,M,1964-01-01,
438,Ruan Xueping,50,5800,Manufacturing,Hong Kong,,True,M,1972-01-01,
438,Charles Simonyi,73,5800,Technology,United States,,True,M,1948-09-10,
438,John A. Sobrato & family,82,5800,Real Estate,United States,Sobrato Development Cos.,True,M,1939-05-23,Founder and Chairman
438,David Steward,70,5800,Technology,United States,,True,M,1951-07-02,
438,Radovan Vitek,50,5800,Real Estate,Czechia,,True,M,1971-04-22,
438,Les Wexner & family,84,5800,Fashion & Retail,United States,L Brands,True,M,1937-09-08,Chairman and CEO
438,Aloys Wobben,70,5800,Energy,Germany,,True,M,1952-01-22,
438,Sam Zell,80,5800,Real Estate,United States,,True,M,1941-09-28,
460,Anthony Bamford & family,76,5700,Construction & Engineering,United Kingdom,,False,M,1945-10-23,
460,Rainer Blickle,74,5700,Manufacturing,Germany,,False,M,1947-07-16,
460,Clive Calder,75,5700,Media & Entertainment,United Kingdom,,True,M,1946-12-13,
460,Frits Goldschmeding,88,5700,Service,Netherlands,,True,M,1933-08-02,
460,Ananda Krishnan,84,5700,Telecom,Malaysia,,True,M,1938-04-01,
460,Joe Mansueto,65,5700,Finance & Investments,United States,Morningstar Inc.,True,M,1956-09-03,Entrepreneur; Investor
460,Odd Reitan & family,70,5700,Fashion & Retail,Norway,,False,M,1951-09-11,
460,Antony Ressler,60,5700,Finance & Investments,United States,,True,M,1962-01-01,
460,Tang Xiao'ou,54,5700,Technology,Hong Kong,,True,M,1968-01-01,
460,Tse Ping,70,5700,Healthcare,China,,True,M,1952-01-03,
460,Ken Xie,59,5700,Technology,United States,,True,M,1963-01-26,
471,Tilman Fertitta,64,5600,Food & Beverage,United States,Fertitta Entertainment,True,M,1957-06-25,Chairman and CEO
471,Prajogo Pangestu,77,5600,Diversified,Indonesia,,False,M,1944-05-13,
471,Edward Roski; Jr.,83,5600,Real Estate,United States,Majestic Realty; Co.,False,M,1938-12-25,President and Chairman
471,Teddy Sagi,50,5600,Gambling & Casinos,Israel,,True,M,1971-11-01,
471,Thomas Straumann,58,5600,Healthcare,Switzerland,,False,M,1963-07-22,
471,David Sun,70,5600,Technology,United States,Kingston Technology Corporation,True,M,1951-10-12,COO
471,John Tu,80,5600,Technology,United States,Kingston Technology Corporation,True,M,1941-08-12,President
471,Erich Wesjohann & family,76,5600,Food & Beverage,Germany,,True,M,1945-06-02,
471,Xu Jinfu,58,5600,Manufacturing,China,,True,M,1964-01-01,
480,Alexander Abramov,63,5500,Metals & Mining,Russia,,True,M,1959-02-20,
480,Neil Bluhm,84,5500,Real Estate,United States,,True,M,1938-01-12,
480,Don Hankey,78,5500,Finance & Investments,United States,Hankey Group,True,M,1943-06-13,Entrepreneur
480,Kwee brothers,,5500,Real Estate,Singapore,,False,M,,
480,Jane Lauder,49,5500,Fashion & Retail,United States,,False,F,1973-01-01,
480,Gwendolyn Sontheim Meyer,60,5500,Food & Beverage,United States,,False,F,1961-10-27,
480,John Reece,65,5500,Manufacturing,United Kingdom,,True,M,1957-03-07,
480,Eric Smidt,62,5500,Fashion & Retail,United States,,True,M,1960-01-01,
480,Viktor Vekselberg,64,5500,Energy,Russia,,True,M,1957-04-14,
480,Ronald Wanek,80,5500,Manufacturing,United States,,True,M,1941-05-19,
490,Rene Benko,45,5400,Real Estate,Austria,,True,M,1977-03-20,
490,John Brown,87,5400,Healthcare,United States,,True,M,1934-09-15,
490,Chen Zhiping,46,5400,Manufacturing,China,,True,M,1976-01-01,
490,Andrew Currie,66,5400,Manufacturing,United Kingdom,,True,M,1955-12-04,
490,Jim Davis & family,78,5400,Manufacturing,United States,New Balance ,True,M,1943-05-17,Chairman
490,Charles Dolan & family,95,5400,Media & Entertainment,United States,Cablevision Systems Corp.,True,M,1926-10-16,Chairman and Founder
490,Tom Golisano,80,5400,Service,United States,,True,M,1941-11-14,
490,Hui Wing Mau,71,5400,Real Estate,Hong Kong,,True,M,1950-07-01,
490,Daniel Kretinsky,46,5400,Energy,Czechia,,True,M,1975-07-09,
490,Massimiliana Landini Aleotti & family,79,5400,Healthcare,Italy,,False,F,1943-01-01,
490,Joe Lewis,85,5400,Finance & Investments,United Kingdom,,True,M,1937-02-05,
490,Li Chunan,53,5400,Manufacturing,China,,True,M,1968-10-10,
490,Lin Muqin & family,58,5400,Food & Beverage,China,,True,M,1964-01-01,
490,Shigenobu Nagamori,77,5400,Manufacturing,Japan,,True,M,1944-08-28,
490,Kjell Inge Rokke,63,5400,Logistics,Norway,,True,M,1958-10-25,
490,Wang Wenjing,57,5400,Technology,China,,True,M,1964-12-05,
490,Chris Xu,38,5400,Fashion & Retail,China,,True,M,1984-01-01,
490,Samuel Yin,71,5400,Diversified,Taiwan,,False,M,1950-08-16,
490,M.A. Yusuff Ali,66,5400,Fashion & Retail,India,,True,M,1955-11-15,
509,Denise Coates,54,5300,Gambling & Casinos,United Kingdom,,True,F,1967-09-26,
509,Ken Fisher,71,5300,Finance & Investments,United States,,True,M,1950-11-29,
509,Peter Grogg,80,5300,Healthcare,Switzerland,,True,M,1942-01-10,
509,Dietmar Hopp & family,81,5300,Technology,Germany,,True,M,1940-04-26,
509,Sumet Jiaravanon,87,5300,Diversified,Thailand,,False,M,1934-11-02,
509,Nathan Kirsh,90,5300,Fashion & Retail,Eswatini (Swaziland),,True,M,1932-01-06,
509,Forrest Li,44,5300,Media & Entertainment,Singapore,,True,M,1978-01-01,
509,Rudolf Maag,76,5300,Healthcare,Switzerland,,True,M,1946-01-31,
509,Gary Rollins,77,5300,Service,United States,,False,M,1944-08-30,
509,Ugur Sahin,56,5300,Healthcare,Germany,,True,M,1965-09-19,
509,Mark Scheinberg,48,5300,Gambling & Casinos,Canada,,True,M,1973-12-27,Entrepreneur
509,Shen Guojun,59,5300,Fashion & Retail,China,,True,M,1962-07-31,
509,Chip Wilson,65,5300,Fashion & Retail,Canada,Lululemon Athletica,True,M,1957-01-01,Chairman
509,Zhang Yong,51,5300,Food & Beverage,Singapore,,True,M,1970-07-01,
523,James Chambers,64,5200,Media & Entertainment,United States,,False,M,1957-04-12,
523,Chen Fashu,61,5200,Finance & Investments,China,,True,M,1960-10-26,
523,Jaran Chiaravanont,92,5200,Diversified,Thailand,,False,M,1930-04-01,
523,Ravi Jaipuria,67,5200,Food & Beverage,India,,False,M,1954-11-28,
523,Koon Poh Keong,60,5200,Manufacturing,Malaysia,,True,M,1961-04-25,
523,Li Liangbin,54,5200,Manufacturing,China,,True,M,1967-09-01,
523,Liang Feng,53,5200,Manufacturing,China,,True,M,1968-11-22,
523,Wolfgang Marguerre & family,80,5200,Healthcare,Germany,,True,M,1941-06-04,
523,Katharine Rayner,77,5200,Media & Entertainment,United States,,False,F,1945-01-12,
523,Carlos Rodriguez-Pastor,62,5200,Finance & Investments,Peru,,False,M,1959-04-11,
523,Margaretta Taylor,79,5200,Media & Entertainment,United States,,False,F,1942-04-15,
523,You Xiaoping,64,5200,Manufacturing,China,,True,M,1958-01-21,
523,Eric Yuan & family,52,5200,Technology,United States,Rx relief,True,M,1970-02-20,Founder and CEO
536,Robert Bass,74,5100,Energy,United States,,False,M,1948-03-19,
536,Alexandre Behring,55,5100,Finance & Investments,Brazil,,True,M,1967-02-20,
536,Chan Laiwa & family,81,5100,Real Estate,China,,True,F,1941-01-01,Philanthropist
536,Jeff Greene,67,5100,Real Estate,United States,,True,M,1954-12-10,
536,Montri Jiaravanont,91,5100,Diversified,Thailand,,False,M,1931-04-01,
536,Charles B. Johnson,89,5100,Finance & Investments,United States,Franklin Resources,False,M,1933-01-06,Former Chairman and CEO
536,Elizabeth Johnson,58,5100,Finance & Investments,United States,,False,F,1963-05-07,
536,Lin Bin,54,5100,Technology,United States,,True,M,1968-02-01,
536,Hiroshi Mikitani,57,5100,Fashion & Retail,Japan,,True,M,1965-03-11,
536,Isaac Perlmutter,79,5100,Media & Entertainment,United States,Marvel Entertainment,True,M,1942-12-01,Chairman
536,Michael Pieper,76,5100,Manufacturing,Switzerland,Artemis Real Estate Partners,True,M,1946-02-05,CEO of Artemis Group
536,Issad Rebrab & family,78,5100,Food & Beverage,Algeria,,True,M,1944-01-01,
536,Tsai Hong-tu,69,5100,Finance & Investments,Taiwan,,False,M,1952-08-01,
536,Richard Tsai,64,5100,Finance & Investments,Taiwan,,False,M,1957-06-02,
536,Wang Junshi & family,73,5100,Manufacturing,China,,True,M,1949-01-01,
536,Wang Yanqing & family,55,5100,Manufacturing,China,,True,M,1966-04-07,
552,Shari Arison,64,5000,Service,Israel,,False,F,1957-09-09,Investor; Philanthropist
552,Alain Bouchard,73,5000,Fashion & Retail,Canada,Alimentation Couche Tard Inc. Cl A,True,M,1949-02-18,Entrepreneur
552,Austen Cargill; II.,71,5000,Food & Beverage,United States,,False,M,1951-03-09,
552,James Cargill; II.,72,5000,Food & Beverage,United States,,False,M,1949-04-07,
